행정동_코드,행정동_명,lat,lng,영역_면적,피해건수,score
11710540,마천1동,37.49531876462370,127.15600865243700,575258,0.0,0.0
11710550,마천2동,37.50053353499820,127.1506477111600,890688,0.0,0.0
11710561,방이1동,37.50985547965050,127.12245820534100,609259,0.0,0.0
11650520,서초2동,37.48883211510920,127.0279063626300,1230924,0.0,0.0
11650530,서초3동,37.4855193230316,127.0094524672590,2998572,0.0,0.0
11650531,서초4동,37.498943048639300,127.019813022298,879773,0.0,0.0
11680630,대치4동,37.50156295622020,127.05475913388100,701081,0.0,0.0
11680640,역삼1동,37.50084049923530,127.03549922946800,2362133,0.0,0.0
11680650,역삼2동,37.4984856759158,127.04489567185200,1135029,0.0,0.0
11680655,도곡1동,37.48889136331350,127.04101152997700,1050609,0.0,0.0
11680656,도곡2동,37.48549151388990,127.04901486736800,990763,0.0,0.0
11680660,개포1동,37.47778161565640,127.06232784199900,1449952,0.0,0.0
11680670,개포2동,37.48467061599810,127.06901579411900,2243338,0.0,0.0
11680690,개포4동,37.47533523897240,127.05340597354200,1665461,0.0,0.0
11680700,세곡동,37.47066106826320,127.10430698125900,6367772,19.0,2.983775172854810
11710590,송파2동,37.50285118896000,127.11700695013000,631023,0.0,0.0
11710600,석촌동,37.50272950941380,127.1025081499750,946914,110.0,116.16683246841800
11710632,가락2동,37.49585396191580,127.13076957846700,932311,0.0,0.0
11710641,문정1동,37.488442895397400,127.1269008991110,612546,0.0,0.0
11710642,문정2동,37.48119785867750,127.11914395257500,2242033,0.0,0.0
11710646,장지동,37.48297775415760,127.13150466192300,1278355,160.0,125.16085125024000
11710647,위례동,37.48121019018830,127.14070474690800,2537372,0.0,0.0
11710650,잠실본동,37.505988713144900,127.08261855968000,1028997,0.0,0.0
11710670,잠실2동,37.51742470319820,127.07933949383700,2686850,0.0,0.0
11710680,잠실3동,37.51389983804160,127.09424373378800,1542643,0.0,0.0
11710690,잠실4동,37.52069857640800,127.1091616067090,780204,0.0,0.0
11710710,잠실6동,37.51977009676450,127.09946592122700,1508001,0.0,0.0
11710720,잠실7동,37.50731897355750,127.07388865677500,723486,0.0,0.0
11740515,강일동,37.56354400949650,127.17428312632700,3647520,53.0,14.530420669386300
11740520,상일동,37.55065532184500,127.16482638430600,1813623,119.0,65.61451856311930
11740530,명일1동,37.55034679414940,127.14594969313000,634942,0.0,0.0
11740540,명일2동,37.54823687154240,127.15428564477800,914329,0.0,0.0
11740550,고덕1동,37.56171109862590,127.15094058086900,1518495,0.0,0.0
11740560,고덕2동,37.56497604216890,127.16201692163300,2206786,0.0,0.0
11740570,암사1동,37.55184693432830,127.13459056861600,735480,0.0,0.0
11740580,암사2동,37.55703058080120,127.12368975590200,2174329,0.0,0.0
11740590,암사3동,37.5611855898297,127.13863664336300,1799368,0.0,0.0
11740600,천호1동,37.54632824439580,127.13855254398800,668998,0.0,0.0
11740610,천호2동,37.544995001700900,127.12200645292200,1850853,0.0,0.0
11740620,천호3동,37.539693927058000,127.13330144701200,561872,0.0,0.0
11710610,삼전동,37.50190031295670,127.09188763577400,953338,84.0,88.11145679706460
11710620,가락본동,37.49701698536130,127.12165695132200,1014738,0.0,0.0
11710631,가락1동,37.49519195414570,127.10827635341100,1393228,0.0,0.0
11680720,일원본동,37.48230888982900,127.08454846775300,2354625,0.0,0.0
11680730,일원1동,37.49346892284450,127.08924254756400,953471,0.0,0.0
11680740,일원2동,37.49628746986970,127.07883086584900,1300290,0.0,0.0
11680750,수서동,37.48691887050260,127.10014599671100,1629403,81.0,49.7114587367275
11710510,풍납1동,37.5384340752653,127.1146637991840,1075294,0.0,0.0
11740690,둔촌1동,37.52306221389550,127.14042130885900,912178,0.0,0.0
11740700,둔촌2동,37.531307071589500,127.14724759874700,1550455,0.0,0.0
11740640,성내1동,37.52869220538450,127.12554357972000,663675,0.0,0.0
11740650,성내2동,37.534402234876000,127.12770283898300,625147,0.0,0.0
11740660,성내3동,37.52834980622230,127.1337677263740,647356,0.0,0.0
11740685,길동,37.53969697581690,127.14596287718900,1631616,130.0,79.67560994743860
